Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Internship_Experience,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
44,Male,Master’s,Sports,4,1,No,4,1,1,2,10,10,Technology,Hybrid,Government,Yes,1,0,Yes,7,7,Yes,3,Balanced,1,5,Doctor
25,Female,Bachelor's,Business,4,1,No,10,5,5,5,1,7,Science,Remote,Freelance,No,6,0,No,12,5,No,10,Balanced,2,6,Mechanical Engineer
48,Other,Master’s,Sports,10,9,Yes,6,4,9,1,9,7,Sports,On-Site,Freelance,No,10,1,Yes,2,1,Yes,4,Individual,7,5,Mechanical Engineer
49,Other,Bachelor's,Engineering,5,5,No,7,5,4,2,2,5,Business,Remote,Startup,No,5,0,Yes,14,0,No,4,Balanced,10,2,Data Scientist
46,Male,Master’s,Arts,3,3,No,2,1,2,7,2,6,Arts,On-Site,Startup,Yes,7,5,Yes,12,4,No,1,Balanced,8,6,Research Scientist
46,Male,Bachelor's,Science,2,2,No,10,10,7,4,6,8,Medicine,On-Site,Corporate,Yes,5,0,Yes,14,9,No,9,Teamwork,1,4,Mechanical Engineer
39,Female,Bachelor's,Business,2,8,No,6,7,8,7,3,4,Medicine,Hybrid,Corporate,No,6,2,Yes,11,7,Yes,9,Teamwork,7,4,Business Analyst
45,Male,Bachelor's,Arts,9,8,Yes,3,10,2,4,5,3,Technology,Remote,Research Lab,No,1,2,No,16,7,Yes,2,Individual,6,6,Research Scientist
43,Female,Bachelor's,Arts,8,6,No,7,9,10,1,5,2,Technology,On-Site,Research Lab,Yes,10,5,No,14,9,No,6,Balanced,4,8,Doctor
47,Other,High School,Science,6,2,Yes,9,5,9,6,3,4,Technology,Remote,Startup,No,3,0,Yes,7,3,No,9,Teamwork,10,4,Digital Marketer
26,Other,Bachelor's,Sports,9,1,No,4,3,10,9,8,1,Social Work,Remote,Research Lab,No,5,1,Yes,7,2,Yes,7,Individual,9,5,Mechanical Engineer
24,Other,Bachelor's,Medicine,5,6,Yes,8,9,8,6,3,4,Sports,Remote,Freelance,Yes,9,5,Yes,18,8,No,8,Individual,5,4,Doctor
48,Other,Diploma,Business,10,1,Yes,10,6,4,7,6,4,Technology,Remote,Research Lab,Yes,5,4,Yes,6,6,No,9,Individual,7,10,Research Scientist
43,Male,High School,Sports,1,6,Yes,6,6,4,7,10,9,Arts,Hybrid,Research Lab,No,1,1,No,8,9,No,1,Teamwork,10,5,Data Scientist
38,Male,Bachelor's,Science,8,10,No,3,10,5,1,5,10,Medicine,Hybrid,Freelance,Yes,2,4,No,1,4,Yes,9,Balanced,6,6,Lawyer
41,Female,PhD,Medicine,3,2,No,3,10,1,2,7,9,Arts,Hybrid,Startup,Yes,6,2,No,14,3,No,2,Individual,9,8,Software Engineer
32,Female,High School,Science,9,7,Yes,3,3,7,1,6,6,Technology,On-Site,Corporate,No,10,0,Yes,9,8,Yes,6,Balanced,1,1,Artist
19,Female,Diploma,Science,1,10,Yes,4,1,4,1,9,3,Science,Remote,Startup,Yes,3,3,Yes,13,7,Yes,9,Individual,1,1,Doctor
40,Female,Master’s,Arts,3,2,Yes,2,4,1,8,2,10,Sports,Hybrid,Corporate,Yes,9,4,Yes,13,7,No,4,Balanced,8,4,Research Scientist
48,Female,Diploma,Sports,1,2,Yes,5,4,4,4,10,9,Sports,Hybrid,Freelance,No,9,5,No,14,10,Yes,10,Balanced,10,9,Data Scientist
37,Other,Diploma,Science,1,6,Yes,8,3,4,10,6,6,Business,Hybrid,Startup,No,4,0,No,1,3,No,8,Teamwork,2,9,Lawyer
42,Other,High School,Sports,6,4,No,7,5,1,8,10,9,Science,On-Site,Corporate,No,4,5,No,2,3,Yes,2,Individual,3,1,Research Scientist
29,Other,High School,Medicine,4,6,No,9,9,9,5,10,10,Medicine,Remote,Government,Yes,7,2,Yes,16,0,Yes,10,Teamwork,4,8,Data Scientist
18,Female,PhD,Arts,10,8,Yes,3,9,8,1,5,9,Medicine,Remote,Startup,No,8,0,Yes,10,7,No,6,Individual,1,9,Doctor
40,Other,PhD,Medicine,4,10,No,4,8,9,9,9,4,Arts,Hybrid,Research Lab,Yes,1,5,No,8,1,Yes,1,Balanced,9,7,Doctor
39,Other,High School,Medicine,5,3,No,8,10,7,3,2,3,Social Work,Remote,Corporate,No,4,0,Yes,16,0,No,8,Balanced,9,1,Business Analyst
25,Other,High School,Arts,3,5,No,10,6,5,7,8,1,Business,On-Site,Government,Yes,1,3,No,12,8,No,4,Teamwork,9,3,Doctor
22,Other,High School,Sports,2,5,No,3,4,7,7,7,5,Technology,Hybrid,Corporate,No,9,4,Yes,18,8,Yes,4,Teamwork,1,9,Artist
32,Male,Master’s,Medicine,10,10,No,1,2,2,10,1,4,Technology,Remote,Startup,No,2,0,No,9,2,Yes,3,Teamwork,8,6,Entrepreneur
18,Female,Diploma,Engineering,8,9,Yes,2,10,10,10,3,3,Science,On-Site,Government,No,1,5,Yes,11,2,No,6,Balanced,6,6,Mechanical Engineer
18,Female,PhD,Sports,7,7,No,10,3,7,4,4,8,Social Work,Hybrid,Research Lab,No,1,4,No,5,2,Yes,1,Individual,9,7,Research Scientist
42,Male,PhD,Science,10,9,No,10,9,4,8,8,10,Sports,Remote,Government,No,3,4,Yes,12,5,No,10,Individual,10,6,Digital Marketer
48,Other,Bachelor's,Arts,4,8,No,8,1,5,8,2,7,Business,On-Site,Corporate,No,8,1,Yes,0,7,Yes,6,Balanced,9,4,Research Scientist
27,Other,Master’s,Arts,2,3,No,7,7,7,2,8,2,Arts,Remote,Government,Yes,5,3,Yes,2,2,Yes,2,Balanced,6,1,Software Engineer
39,Other,High School,Sports,9,2,No,4,10,2,8,2,9,Social Work,On-Site,Corporate,No,2,2,No,18,2,Yes,5,Balanced,4,4,Software Engineer
27,Female,High School,Engineering,8,3,No,8,6,5,5,3,8,Technology,Hybrid,Freelance,No,6,5,No,17,1,Yes,10,Individual,9,1,Doctor
38,Female,Master’s,Engineering,4,6,No,3,2,2,2,8,10,Medicine,Hybrid,Corporate,Yes,8,1,Yes,4,3,Yes,2,Balanced,10,4,Data Scientist
32,Female,PhD,Engineering,5,10,No,1,5,10,6,9,4,Technology,Remote,Research Lab,No,4,2,No,2,2,Yes,7,Teamwork,2,7,Digital Marketer
34,Female,High School,Engineering,10,4,No,4,2,6,8,5,4,Business,Hybrid,Corporate,No,4,1,No,5,8,Yes,10,Individual,1,4,Entrepreneur
39,Female,Bachelor's,Business,6,1,Yes,6,9,10,4,4,7,Engineering,On-Site,Startup,Yes,2,4,Yes,3,2,Yes,3,Balanced,3,5,Doctor
23,Male,PhD,Arts,4,10,Yes,6,5,8,10,3,7,Social Work,On-Site,Startup,No,10,0,No,7,10,Yes,2,Individual,7,7,Mechanical Engineer
20,Female,Diploma,Medicine,2,10,No,4,6,7,9,3,4,Medicine,Hybrid,Research Lab,Yes,5,5,No,19,10,Yes,6,Balanced,3,3,Business Analyst
30,Other,Master’s,Arts,5,9,No,8,4,5,8,9,1,Arts,Hybrid,Research Lab,Yes,7,4,Yes,17,2,Yes,9,Teamwork,4,5,Artist
33,Female,PhD,Arts,1,6,Yes,9,1,3,7,4,6,Technology,On-Site,Freelance,No,6,5,No,9,8,Yes,4,Balanced,10,3,Business Analyst
25,Male,Diploma,Arts,7,1,No,2,3,4,7,2,6,Medicine,On-Site,Startup,Yes,6,0,No,17,4,Yes,7,Balanced,3,9,Entrepreneur
47,Other,Bachelor's,Engineering,9,3,Yes,3,5,2,8,4,3,Arts,On-Site,Startup,Yes,5,0,No,11,10,No,3,Teamwork,3,8,Doctor
32,Male,Master’s,Engineering,3,1,Yes,8,3,6,7,3,5,Business,Remote,Government,Yes,7,1,Yes,1,8,Yes,1,Teamwork,7,9,Entrepreneur
34,Other,High School,Business,6,9,Yes,1,8,8,1,5,8,Engineering,Remote,Startup,Yes,7,4,No,0,1,Yes,7,Balanced,3,4,Digital Marketer
34,Female,High School,Sports,9,4,Yes,1,2,8,5,4,4,Arts,Remote,Startup,Yes,3,3,Yes,17,9,Yes,1,Individual,9,10,Lawyer
39,Male,Diploma,Arts,4,2,No,7,2,9,2,2,9,Arts,On-Site,Government,No,7,1,No,6,0,Yes,10,Individual,9,9,Digital Marketer
43,Other,PhD,Science,6,4,Yes,10,1,5,5,10,10,Medicine,Hybrid,Freelance,Yes,4,2,No,1,4,Yes,7,Individual,4,4,Doctor
30,Female,Bachelor's,Sports,3,2,No,7,1,10,5,1,5,Technology,On-Site,Research Lab,No,2,3,No,4,7,Yes,7,Teamwork,1,3,Digital Marketer
34,Other,Diploma,Business,9,6,No,7,4,6,6,1,5,Medicine,Remote,Freelance,Yes,7,1,Yes,9,4,No,4,Teamwork,5,2,Software Engineer
23,Male,Bachelor's,Engineering,7,6,No,5,8,2,6,1,7,Sports,Remote,Research Lab,No,3,2,No,9,9,Yes,1,Balanced,1,7,Data Scientist
34,Male,Bachelor's,Arts,7,7,Yes,7,8,10,6,3,1,Science,Hybrid,Research Lab,Yes,9,2,No,3,8,Yes,10,Individual,5,3,Business Analyst
33,Male,Bachelor's,Engineering,4,9,Yes,9,8,4,7,2,6,Medicine,On-Site,Government,Yes,2,3,Yes,20,0,No,3,Balanced,6,4,Data Scientist
31,Male,Master’s,Sports,6,9,Yes,6,1,3,2,4,2,Medicine,Remote,Research Lab,Yes,2,3,Yes,2,7,No,4,Individual,8,8,Lawyer
30,Female,Diploma,Medicine,8,4,No,6,1,9,4,3,3,Sports,On-Site,Corporate,Yes,5,1,Yes,5,9,No,6,Teamwork,1,5,Mechanical Engineer
23,Other,Master’s,Engineering,6,9,No,3,7,6,5,7,8,Technology,Hybrid,Corporate,No,10,0,Yes,9,9,Yes,10,Balanced,2,9,Business Analyst
20,Female,PhD,Engineering,6,8,Yes,7,7,6,10,8,4,Social Work,Hybrid,Corporate,Yes,9,0,Yes,15,7,No,5,Individual,2,8,Data Scientist
31,Male,PhD,Business,4,1,No,6,10,4,7,5,7,Sports,Hybrid,Corporate,Yes,8,5,No,19,6,Yes,6,Individual,1,4,Entrepreneur
31,Other,High School,Medicine,8,7,Yes,5,5,6,2,6,10,Engineering,On-Site,Government,No,6,5,Yes,1,10,No,5,Teamwork,10,7,Lawyer
32,Male,High School,Sports,10,7,Yes,3,8,1,8,7,10,Business,On-Site,Government,No,10,4,Yes,20,2,Yes,8,Individual,5,9,Mechanical Engineer
25,Female,High School,Science,8,10,No,3,6,9,2,9,5,Science,Hybrid,Corporate,No,3,2,No,9,7,No,2,Individual,7,4,Software Engineer
46,Female,PhD,Science,9,4,No,6,1,3,5,1,2,Technology,On-Site,Startup,No,5,1,No,8,5,No,7,Balanced,5,2,Lawyer
32,Female,Bachelor's,Science,6,7,Yes,6,7,5,9,2,1,Engineering,Hybrid,Research Lab,Yes,4,1,No,14,2,No,3,Teamwork,3,2,Entrepreneur
39,Other,Bachelor's,Arts,2,10,Yes,5,8,7,2,1,5,Technology,On-Site,Freelance,No,5,2,Yes,4,9,No,9,Individual,10,4,Entrepreneur
46,Other,Diploma,Science,4,10,No,3,8,2,2,9,4,Sports,On-Site,Corporate,Yes,9,2,No,5,2,No,9,Balanced,5,8,Entrepreneur
44,Male,PhD,Arts,4,5,No,2,10,4,2,2,6,Arts,Hybrid,Corporate,No,5,5,No,4,1,No,1,Balanced,3,6,Business Analyst
30,Other,High School,Sports,8,5,No,4,9,6,7,2,3,Science,Hybrid,Startup,No,4,4,No,12,2,Yes,10,Balanced,7,4,Research Scientist
34,Other,PhD,Sports,5,5,No,4,3,1,5,5,2,Social Work,Hybrid,Government,No,2,2,No,11,7,Yes,1,Balanced,2,4,Software Engineer
48,Female,Bachelor's,Engineering,4,6,Yes,10,2,6,9,9,3,Arts,On-Site,Startup,No,4,5,No,12,3,No,8,Individual,4,4,Artist
38,Male,Bachelor's,Science,8,7,Yes,2,8,5,4,3,4,Arts,Hybrid,Corporate,No,2,3,Yes,17,2,Yes,10,Teamwork,8,8,Software Engineer
41,Female,Master’s,Business,3,5,Yes,9,4,2,1,10,6,Technology,Remote,Startup,Yes,1,0,No,13,6,No,3,Teamwork,3,6,Business Analyst
20,Male,Master’s,Sports,2,9,Yes,3,2,6,8,8,9,Sports,On-Site,Research Lab,Yes,6,4,Yes,5,5,Yes,7,Balanced,3,6,Research Scientist
45,Male,Diploma,Medicine,4,9,Yes,1,2,5,6,10,2,Business,On-Site,Freelance,Yes,5,0,No,4,6,No,5,Teamwork,7,1,Doctor
23,Other,PhD,Medicine,1,7,Yes,5,2,1,9,1,6,Social Work,Hybrid,Startup,Yes,1,1,Yes,4,3,No,10,Balanced,2,4,Research Scientist
22,Female,Master’s,Sports,1,10,Yes,10,5,6,3,10,9,Technology,On-Site,Corporate,Yes,1,2,Yes,1,3,No,1,Individual,8,3,Artist
39,Other,Master’s,Engineering,5,3,Yes,3,8,7,10,2,2,Sports,On-Site,Research Lab,Yes,1,5,Yes,16,2,Yes,1,Balanced,5,3,Lawyer
43,Other,PhD,Medicine,1,4,No,6,9,9,7,8,1,Social Work,On-Site,Research Lab,No,3,2,Yes,18,8,No,2,Balanced,7,4,Lawyer
34,Other,Bachelor's,Medicine,4,4,No,1,6,2,1,1,8,Medicine,Remote,Startup,Yes,1,0,Yes,11,1,No,3,Teamwork,10,10,Software Engineer
40,Male,Diploma,Engineering,8,7,Yes,10,8,6,2,9,4,Business,Remote,Corporate,No,1,4,Yes,3,10,No,6,Individual,4,1,Business Analyst
42,Female,Diploma,Engineering,8,2,No,4,6,6,5,4,2,Sports,Hybrid,Freelance,Yes,5,5,No,19,3,No,9,Balanced,2,2,Artist
19,Female,Diploma,Engineering,2,5,Yes,1,1,1,10,3,8,Science,On-Site,Startup,Yes,5,3,Yes,17,2,No,8,Balanced,10,9,Research Scientist
43,Other,Master’s,Business,3,4,Yes,1,9,8,2,3,5,Business,Remote,Government,No,10,1,No,17,3,No,3,Individual,8,4,Data Scientist
32,Male,Bachelor's,Engineering,3,10,No,10,10,5,8,1,8,Science,Hybrid,Research Lab,No,9,5,No,5,6,No,10,Individual,5,3,Lawyer
22,Female,Diploma,Engineering,1,9,Yes,8,7,2,5,8,4,Arts,Hybrid,Government,Yes,2,5,No,9,2,No,10,Individual,9,8,Software Engineer
43,Female,PhD,Engineering,3,1,No,10,2,5,9,4,4,Technology,Hybrid,Research Lab,Yes,3,0,Yes,20,4,No,5,Balanced,5,10,Digital Marketer
37,Other,Diploma,Sports,8,10,Yes,4,3,4,3,1,5,Social Work,On-Site,Startup,No,2,3,Yes,3,3,Yes,1,Individual,10,3,Software Engineer
23,Male,High School,Science,6,3,Yes,10,2,7,6,5,1,Technology,Hybrid,Research Lab,No,4,0,No,8,8,Yes,7,Individual,4,4,Lawyer
23,Other,Bachelor's,Sports,5,6,No,3,9,10,4,10,10,Social Work,On-Site,Corporate,Yes,2,2,Yes,1,5,Yes,6,Individual,2,6,Lawyer
44,Female,High School,Science,10,4,No,6,8,8,7,8,3,Medicine,Hybrid,Government,Yes,10,4,Yes,14,9,Yes,5,Individual,10,5,Entrepreneur
49,Male,Bachelor's,Business,9,3,Yes,10,5,1,7,8,8,Social Work,Hybrid,Startup,Yes,1,1,Yes,18,1,Yes,5,Teamwork,2,9,Research Scientist
35,Other,PhD,Business,7,6,No,9,4,1,5,10,4,Social Work,On-Site,Corporate,No,5,3,Yes,5,2,No,8,Individual,7,6,Data Scientist
35,Female,Master’s,Medicine,6,3,No,6,7,8,10,3,1,Technology,On-Site,Corporate,Yes,2,4,No,13,3,No,1,Balanced,9,3,Data Scientist
21,Other,Master’s,Sports,5,7,No,1,9,4,5,4,6,Business,Remote,Corporate,Yes,10,5,Yes,15,8,Yes,7,Teamwork,8,8,Digital Marketer
34,Other,Bachelor's,Science,5,1,No,8,8,8,4,10,6,Medicine,Hybrid,Research Lab,No,10,2,Yes,16,10,No,8,Balanced,3,5,Research Scientist
42,Other,Diploma,Business,10,9,No,1,8,7,9,4,2,Sports,On-Site,Corporate,Yes,8,2,Yes,18,4,Yes,9,Balanced,7,1,Digital Marketer
31,Male,High School,Business,9,10,Yes,3,2,9,7,3,8,Sports,Hybrid,Corporate,No,10,5,Yes,7,3,No,8,Teamwork,4,6,Entrepreneur
31,Female,PhD,Sports,10,2,Yes,9,10,7,6,6,4,Technology,Hybrid,Research Lab,Yes,5,4,No,1,2,Yes,6,Teamwork,7,6,Research Scientist
30,Female,Diploma,Medicine,6,4,No,4,9,4,3,3,8,Medicine,Remote,Startup,Yes,5,5,Yes,5,4,Yes,6,Individual,9,9,Mechanical Engineer
24,Female,Master’s,Engineering,4,6,No,8,2,5,5,6,8,Technology,Remote,Research Lab,Yes,10,4,No,1,8,No,3,Individual,3,5,Lawyer
49,Female,Diploma,Arts,4,6,Yes,9,8,7,4,5,3,Sports,Hybrid,Startup,Yes,2,0,Yes,19,2,No,6,Teamwork,5,3,Entrepreneur
29,Male,High School,Medicine,4,8,No,8,5,2,5,2,5,Social Work,On-Site,Startup,Yes,3,4,No,4,4,No,10,Teamwork,5,2,Software Engineer
40,Other,Master’s,Arts,6,8,No,6,6,3,2,8,8,Sports,Hybrid,Corporate,Yes,7,5,No,16,3,Yes,3,Individual,6,1,Mechanical Engineer
32,Female,Bachelor's,Medicine,1,4,No,9,10,3,5,7,1,Technology,Hybrid,Freelance,No,9,5,Yes,14,4,No,10,Individual,5,1,Artist
36,Male,PhD,Medicine,9,6,Yes,6,9,9,7,7,10,Engineering,On-Site,Government,No,7,5,Yes,3,6,No,3,Individual,10,3,Mechanical Engineer
48,Other,PhD,Engineering,2,9,Yes,5,8,2,10,6,4,Arts,Hybrid,Freelance,Yes,2,3,No,8,5,Yes,8,Individual,9,4,Mechanical Engineer
28,Male,Master’s,Business,2,7,Yes,8,5,4,10,9,3,Engineering,On-Site,Corporate,No,9,1,Yes,6,4,Yes,4,Balanced,7,1,Lawyer
32,Male,Bachelor's,Science,5,8,No,4,6,8,3,4,6,Technology,On-Site,Startup,No,9,5,No,4,3,Yes,2,Individual,10,1,Research Scientist
29,Female,High School,Medicine,4,8,No,3,5,1,4,5,10,Social Work,On-Site,Research Lab,Yes,1,5,Yes,12,9,Yes,5,Balanced,10,2,Data Scientist
20,Female,PhD,Engineering,3,2,Yes,4,9,9,1,9,8,Technology,On-Site,Corporate,Yes,3,0,Yes,0,3,No,9,Teamwork,7,8,Artist
34,Other,Master’s,Arts,5,7,No,9,5,6,9,3,9,Social Work,Remote,Startup,No,2,3,No,3,5,Yes,3,Balanced,10,7,Artist
20,Other,PhD,Sports,7,3,No,4,6,4,3,3,7,Business,On-Site,Research Lab,No,4,4,No,5,2,No,10,Balanced,8,5,Mechanical Engineer
36,Female,Bachelor's,Sports,10,7,No,7,1,5,10,8,3,Science,On-Site,Corporate,Yes,6,2,Yes,4,6,No,2,Teamwork,5,8,Doctor
37,Male,High School,Business,2,2,Yes,1,8,7,6,10,5,Business,Hybrid,Startup,Yes,4,4,Yes,13,4,Yes,6,Teamwork,5,1,Business Analyst
21,Female,Bachelor's,Sports,6,1,No,6,8,8,1,6,5,Social Work,On-Site,Freelance,Yes,10,3,No,10,7,No,9,Individual,3,2,Data Scientist
20,Other,Diploma,Medicine,4,9,Yes,8,8,5,5,2,1,Medicine,Remote,Freelance,Yes,3,1,Yes,16,5,No,5,Individual,2,10,Data Scientist
49,Male,Bachelor's,Arts,2,10,No,7,7,7,10,3,2,Sports,Hybrid,Government,No,5,1,No,0,3,No,3,Individual,1,8,Lawyer
43,Male,Bachelor's,Medicine,1,10,No,5,7,3,5,8,7,Medicine,Remote,Corporate,Yes,3,4,Yes,9,7,No,3,Balanced,4,6,Entrepreneur
33,Male,PhD,Sports,8,1,No,4,6,2,5,5,4,Technology,Hybrid,Startup,Yes,2,4,Yes,9,1,No,10,Teamwork,6,8,Doctor
29,Female,Bachelor's,Science,5,1,Yes,2,7,2,1,2,3,Technology,Remote,Startup,Yes,8,1,No,12,4,No,8,Balanced,5,9,Mechanical Engineer
25,Female,Master’s,Sports,10,3,No,1,9,10,7,3,4,Arts,Hybrid,Freelance,No,5,2,Yes,1,9,No,4,Teamwork,9,7,Data Scientist
41,Other,PhD,Science,2,1,No,1,5,3,5,2,7,Technology,Hybrid,Research Lab,No,4,3,No,19,4,Yes,5,Individual,3,9,Entrepreneur
46,Male,PhD,Sports,8,7,Yes,5,9,6,1,5,4,Business,On-Site,Research Lab,No,1,2,Yes,1,1,Yes,8,Teamwork,8,5,Research Scientist
46,Male,Diploma,Business,3,7,No,9,9,10,8,5,9,Business,Remote,Research Lab,Yes,8,1,Yes,19,9,Yes,7,Teamwork,4,2,Digital Marketer
34,Female,Master’s,Arts,7,8,No,7,4,1,6,9,7,Business,On-Site,Research Lab,No,8,5,Yes,8,1,Yes,5,Individual,3,8,Research Scientist
24,Other,Bachelor's,Science,2,2,No,2,9,3,7,6,2,Business,Hybrid,Startup,Yes,7,3,No,0,5,Yes,5,Balanced,10,3,Research Scientist
28,Other,Diploma,Engineering,7,7,Yes,6,8,3,4,2,10,Science,On-Site,Freelance,Yes,1,0,No,17,7,Yes,1,Individual,10,8,Research Scientist
35,Male,Master’s,Business,4,9,Yes,10,5,2,1,1,4,Engineering,On-Site,Research Lab,Yes,2,3,No,2,2,Yes,4,Teamwork,6,9,Doctor
18,Female,Diploma,Medicine,10,10,Yes,7,10,1,8,7,4,Social Work,Remote,Research Lab,Yes,2,2,No,3,9,No,3,Balanced,2,3,Research Scientist
20,Male,High School,Sports,1,5,No,8,3,1,1,7,3,Business,On-Site,Government,Yes,10,2,No,1,1,Yes,3,Balanced,5,9,Software Engineer
49,Female,Bachelor's,Arts,5,10,No,9,9,1,9,10,1,Business,Remote,Corporate,No,10,5,No,2,5,Yes,10,Teamwork,7,1,Software Engineer
21,Other,Diploma,Arts,4,3,Yes,3,3,8,6,6,9,Medicine,On-Site,Government,Yes,5,3,No,17,4,No,3,Individual,9,1,Digital Marketer
30,Male,High School,Sports,8,9,Yes,2,3,6,5,2,5,Engineering,Hybrid,Startup,No,3,5,Yes,18,5,No,7,Individual,3,10,Data Scientist
23,Male,Bachelor's,Engineering,1,1,Yes,7,3,9,2,8,9,Engineering,On-Site,Corporate,No,2,4,No,9,7,Yes,5,Teamwork,8,3,Data Scientist
43,Male,Diploma,Science,2,3,Yes,8,1,3,8,4,8,Sports,On-Site,Corporate,Yes,7,3,No,10,5,No,3,Teamwork,3,6,Research Scientist
49,Other,Diploma,Sports,5,2,Yes,9,6,7,9,7,10,Sports,Hybrid,Research Lab,Yes,5,1,Yes,15,10,Yes,7,Balanced,8,1,Mechanical Engineer
31,Male,Diploma,Arts,10,2,Yes,10,3,6,3,8,7,Sports,On-Site,Corporate,Yes,8,3,No,19,3,Yes,5,Individual,3,9,Data Scientist
22,Other,Diploma,Engineering,10,3,Yes,5,10,9,10,7,1,Social Work,On-Site,Startup,No,4,2,Yes,4,5,No,4,Balanced,10,3,Entrepreneur
33,Female,PhD,Engineering,2,10,No,9,3,9,8,3,4,Medicine,Hybrid,Government,Yes,5,4,No,11,6,Yes,3,Teamwork,7,9,Artist
32,Other,Diploma,Medicine,1,7,No,1,9,9,10,8,4,Medicine,On-Site,Research Lab,Yes,8,4,Yes,11,8,No,7,Balanced,3,4,Software Engineer
32,Female,PhD,Engineering,6,6,Yes,9,7,7,5,4,4,Engineering,On-Site,Freelance,Yes,3,4,Yes,20,6,Yes,1,Balanced,6,8,Doctor
47,Other,PhD,Business,10,9,No,10,8,9,10,8,8,Engineering,Hybrid,Government,No,7,0,Yes,15,7,No,8,Individual,10,6,Lawyer
21,Other,High School,Arts,4,10,Yes,5,1,7,4,5,6,Technology,Hybrid,Research Lab,Yes,3,2,Yes,13,7,Yes,6,Balanced,1,5,Artist
25,Male,Bachelor's,Business,5,10,No,2,8,9,10,9,1,Medicine,Hybrid,Research Lab,No,1,4,Yes,19,0,Yes,1,Individual,4,1,Business Analyst
44,Other,PhD,Engineering,3,3,No,6,8,2,9,3,4,Sports,Hybrid,Corporate,Yes,3,4,Yes,11,1,Yes,4,Individual,9,4,Lawyer
33,Male,Master’s,Engineering,10,5,Yes,1,8,2,7,2,10,Technology,Hybrid,Research Lab,Yes,4,2,Yes,18,4,No,7,Individual,3,7,Lawyer
45,Female,PhD,Business,6,9,No,7,6,7,4,4,7,Medicine,On-Site,Research Lab,No,5,0,No,12,8,Yes,7,Teamwork,3,10,Research Scientist
33,Female,Master’s,Medicine,4,3,No,7,10,10,5,2,9,Business,Remote,Corporate,Yes,6,4,No,4,1,Yes,9,Teamwork,4,3,Entrepreneur
47,Male,High School,Engineering,6,8,No,10,5,6,5,2,2,Medicine,Hybrid,Government,Yes,9,5,Yes,12,8,No,4,Balanced,5,8,Software Engineer
21,Female,Master’s,Business,5,9,No,8,4,6,2,1,2,Sports,On-Site,Freelance,Yes,4,4,No,5,3,No,10,Individual,8,6,Doctor
30,Other,High School,Business,2,7,Yes,1,9,5,5,8,5,Arts,Hybrid,Freelance,Yes,8,2,No,5,1,Yes,4,Individual,9,3,Lawyer
43,Male,High School,Arts,4,6,Yes,2,7,1,3,1,5,Technology,Remote,Freelance,No,3,2,Yes,16,9,Yes,10,Balanced,6,3,Digital Marketer
45,Male,High School,Medicine,2,6,No,1,1,7,5,8,7,Business,Hybrid,Startup,Yes,10,3,No,0,6,Yes,3,Teamwork,6,9,Doctor
49,Male,Master’s,Science,5,6,No,8,1,2,1,9,4,Engineering,Hybrid,Government,Yes,3,0,No,5,4,Yes,1,Balanced,3,5,Digital Marketer
30,Female,Master’s,Business,3,5,Yes,8,1,8,8,6,4,Sports,Remote,Corporate,No,1,1,No,9,2,No,2,Balanced,3,6,Business Analyst
19,Female,High School,Arts,6,7,No,3,4,10,9,7,2,Business,On-Site,Freelance,No,5,1,Yes,12,5,Yes,2,Balanced,7,5,Research Scientist
48,Other,High School,Science,5,7,Yes,10,9,7,9,6,2,Sports,On-Site,Research Lab,No,2,1,No,10,0,Yes,7,Balanced,9,2,Lawyer
20,Other,Bachelor's,Arts,2,7,No,2,3,2,8,1,4,Business,On-Site,Research Lab,Yes,2,1,No,8,2,No,2,Balanced,3,4,Research Scientist
39,Male,High School,Arts,10,3,No,9,10,2,2,1,2,Engineering,Hybrid,Research Lab,Yes,7,1,No,17,4,No,10,Balanced,8,3,Entrepreneur
25,Other,Diploma,Sports,8,6,No,5,1,10,2,1,2,Medicine,On-Site,Research Lab,No,8,0,No,16,4,No,4,Balanced,8,8,Lawyer
41,Female,Bachelor's,Medicine,6,9,Yes,9,1,8,10,3,10,Social Work,Hybrid,Corporate,No,8,5,No,4,5,No,4,Teamwork,3,10,Doctor
32,Other,Bachelor's,Engineering,9,9,No,2,3,5,5,7,4,Social Work,Hybrid,Freelance,Yes,5,2,Yes,20,7,No,4,Balanced,1,7,Artist
28,Female,Bachelor's,Medicine,3,4,Yes,6,7,8,6,8,3,Social Work,Remote,Research Lab,Yes,10,2,Yes,15,1,Yes,8,Teamwork,9,8,Digital Marketer
48,Other,Diploma,Science,4,9,Yes,1,8,1,5,1,10,Technology,Remote,Government,Yes,9,1,Yes,1,3,Yes,6,Individual,10,5,Digital Marketer
26,Female,Bachelor's,Sports,8,2,Yes,7,4,9,1,6,4,Business,Hybrid,Government,No,7,0,No,12,5,Yes,10,Balanced,2,8,Doctor
