Age,Gender,Education_Level,Current_Field,Mathematical_Skills,Communication_Skills,Coding_Knowledge,Creativity_Level,Analytical_Thinking,Leadership_Skills,Problem_Solving_Skills,Research_Writing_Skills,Technical_Experience,Interest_Area,Work_Preference,Work_Environment,Self_Employment_Interest,Entrepreneurial_Mindset,Freelance_Experience,Job_Experience_Years,Certifications_Completed,Extracurricular_Activities,Risk_Taking_Ability,Teamwork_Individual_Pref,Stress_Handling_Ability,Adaptability_to_New_Tech,Best_Suited_Profession
26,Other,High School,Sports,Low,Low,No,Medium,Low,Medium,Medium,High,Medium,Sports,Hybrid,Corporate,Yes,Low,No,8,3,No,High,Individual,High,Low,Digital Marketer
37,Other,High School,Arts,Medium,Medium,Yes,Medium,Low,Medium,Low,High,Medium,Medicine,On-Site,Startup,No,High,Yes,8,4,No,High,Teamwork,High,Medium,Software Engineer
18,Male,Diploma,Sports,High,Medium,No,Low,Medium,Medium,Medium,High,High,Arts,Hybrid,Startup,No,Medium,No,0,4,No,Medium,Teamwork,Medium,Medium,Artist
39,Female,Bachelor's,Medicine,High,Low,Yes,Medium,Low,High,Low,Medium,Low,Medicine,On-Site,Freelance,Yes,Low,No,12,5,No,Low,Teamwork,Medium,Low,Research Scientist
32,Other,Diploma,Business,Medium,Low,No,Medium,Low,High,Medium,High,High,Sports,Hybrid,Startup,Yes,Medium,No,10,3,No,Low,Individual,High,Medium,Software Engineer
38,Male,Diploma,Arts,High,Medium,No,High,High,Medium,High,Medium,High,Medicine,Hybrid,Corporate,Yes,Medium,No,6,5,Yes,Low,Teamwork,Medium,High,Business Analyst
43,Other,PhD,Sports,High,Medium,Yes,High,High,High,High,High,Medium,Sports,Hybrid,Government,Yes,High,Yes,12,9,No,High,Teamwork,Low,Medium,Doctor
23,Male,High School,Science,Medium,Medium,No,Medium,Low,High,Medium,Low,Medium,Science,On-Site,Research Lab,No,High,Yes,5,0,No,High,Balanced,Medium,Medium,Software Engineer
36,Other,Bachelor's,Arts,Low,Medium,Yes,High,Medium,Low,Medium,Medium,High,Sports,Remote,Startup,Yes,Medium,No,12,5,Yes,Low,Balanced,High,High,Lawyer
35,Other,PhD,Business,Medium,High,No,Low,Medium,Low,Medium,Medium,Low,Engineering,Hybrid,Research Lab,Yes,Low,Yes,12,2,Yes,Low,Teamwork,High,High,Software Engineer
23,Male,PhD,Sports,High,Low,No,Medium,Low,Medium,High,Medium,Medium,Science,On-Site,Corporate,No,High,No,5,7,Yes,High,Individual,High,Low,Doctor
30,Female,PhD,Engineering,High,Low,Yes,Medium,Medium,Medium,High,Low,Medium,Science,Remote,Freelance,Yes,Medium,Yes,12,4,Yes,High,Teamwork,Low,Medium,Entrepreneur
18,Male,Master’s,Arts,Medium,Medium,Yes,Low,High,High,Low,Low,High,Social Work,Hybrid,Corporate,No,Medium,Yes,0,5,No,Low,Balanced,Medium,Medium,Doctor
40,Female,Master’s,Science,Medium,Medium,Yes,High,High,Low,Low,Medium,High,Medicine,On-Site,Startup,Yes,Low,Yes,12,3,No,High,Balanced,Low,Medium,Software Engineer
40,Other,PhD,Arts,Low,Low,No,High,Medium,Low,High,Medium,Medium,Arts,Remote,Freelance,No,Medium,Yes,10,6,No,High,Balanced,High,Low,Mechanical Engineer
43,Other,Master’s,Engineering,High,High,No,High,Medium,Medium,Low,Low,Medium,Business,On-Site,Freelance,No,High,Yes,6,7,Yes,Low,Teamwork,Medium,Medium,Lawyer
30,Male,Bachelor's,Arts,Medium,Medium,No,Low,High,High,High,Medium,Low,Business,Hybrid,Government,No,Low,Yes,11,5,No,Medium,Balanced,Medium,Medium,Artist
24,Male,High School,Science,Low,Low,No,High,Low,High,Low,Medium,High,Technology,On-Site,Corporate,No,Low,Yes,6,1,Yes,Low,Balanced,Medium,Low,Digital Marketer
32,Female,Bachelor's,Business,High,Medium,No,High,Medium,Medium,High,Medium,Low,Social Work,Hybrid,Corporate,No,Medium,Yes,12,7,No,High,Individual,Medium,Medium,Doctor
29,Female,High School,Science,High,Medium,No,Low,Medium,Medium,Medium,High,Low,Business,On-Site,Research Lab,Yes,Medium,No,3,3,No,Medium,Teamwork,Medium,High,Doctor
44,Female,Master’s,Business,Low,Medium,Yes,Medium,Medium,Medium,Medium,Medium,Medium,Arts,Hybrid,Government,Yes,Medium,No,10,0,Yes,Medium,Balanced,Low,Medium,Doctor
43,Male,Bachelor's,Science,High,Medium,No,Medium,Medium,Low,High,High,High,Business,Hybrid,Research Lab,No,Medium,Yes,9,9,No,High,Balanced,Low,Medium,Digital Marketer
18,Other,Diploma,Medicine,Low,High,Yes,Medium,Low,Low,High,Low,Medium,Sports,Hybrid,Startup,Yes,Medium,Yes,0,3,Yes,High,Teamwork,Low,Low,Data Scientist
32,Male,PhD,Arts,Medium,Medium,No,High,Medium,Medium,Medium,Medium,Medium,Social Work,Hybrid,Research Lab,Yes,Low,No,12,8,No,Low,Balanced,Medium,Low,Business Analyst
21,Other,High School,Arts,High,Low,Yes,Medium,Low,Medium,Medium,Medium,Medium,Medicine,Remote,Research Lab,Yes,Low,Yes,3,6,Yes,Low,Balanced,High,Low,Business Analyst
30,Male,High School,Engineering,Low,Medium,Yes,Low,High,Medium,High,Low,Medium,Sports,Hybrid,Freelance,Yes,Medium,Yes,2,2,No,High,Balanced,High,Low,Lawyer
40,Male,Diploma,Medicine,High,Medium,No,Low,Medium,Low,Low,Low,High,Medicine,Remote,Research Lab,Yes,Medium,Yes,9,4,No,Low,Individual,Low,Medium,Software Engineer
49,Female,Diploma,Engineering,High,High,Yes,Low,Medium,Low,Low,Low,Medium,Social Work,Hybrid,Freelance,No,Medium,No,12,1,No,Medium,Teamwork,Medium,High,Doctor
44,Other,PhD,Arts,Low,Low,No,High,Medium,Medium,Medium,Medium,Low,Science,Remote,Startup,No,High,Yes,9,3,Yes,Medium,Balanced,Low,Low,Digital Marketer
42,Male,Master’s,Engineering,High,High,Yes,Medium,Low,Low,Medium,Low,Medium,Social Work,On-Site,Research Lab,No,Medium,No,6,6,No,High,Teamwork,Low,Medium,Mechanical Engineer
22,Male,Bachelor's,Business,Low,Medium,Yes,Medium,Low,Low,High,High,High,Social Work,On-Site,Government,No,High,No,4,5,No,Low,Balanced,Medium,Low,Digital Marketer
46,Other,Bachelor's,Medicine,Medium,High,Yes,Medium,Medium,Low,Low,High,Low,Technology,Hybrid,Startup,No,Low,No,12,2,No,Medium,Teamwork,Medium,Low,Lawyer
19,Male,Bachelor's,Science,Medium,High,Yes,Medium,Low,Low,Low,Medium,Low,Business,On-Site,Freelance,No,Low,Yes,1,10,No,High,Individual,Medium,Low,Artist
40,Other,Master’s,Business,Medium,Medium,Yes,Medium,High,High,Low,Low,Low,Medicine,On-Site,Government,No,High,Yes,12,2,Yes,Medium,Individual,Medium,High,Research Scientist
43,Female,PhD,Sports,Low,Medium,Yes,High,Medium,Low,Low,High,Low,Engineering,Hybrid,Startup,Yes,Medium,No,9,6,Yes,Medium,Individual,Medium,High,Mechanical Engineer
18,Female,Bachelor's,Science,Low,High,Yes,High,Low,Low,Low,Medium,Medium,Sports,On-Site,Corporate,No,High,No,0,7,Yes,Low,Balanced,Medium,Low,Research Scientist
33,Other,High School,Engineering,High,Low,No,Medium,Low,High,Medium,Low,High,Business,On-Site,Corporate,No,Medium,No,5,5,No,High,Individual,High,Medium,Data Scientist
40,Female,High School,Arts,High,Medium,No,Medium,Medium,Medium,High,Low,Low,Science,Hybrid,Startup,No,High,No,3,3,Yes,Medium,Individual,High,Low,Research Scientist
23,Other,High School,Business,High,Medium,No,Low,Low,Low,Medium,High,Medium,Technology,Remote,Startup,No,High,No,5,10,No,High,Individual,High,Low,Doctor
40,Male,Diploma,Medicine,Low,Medium,No,Medium,High,Medium,Medium,Low,High,Science,On-Site,Research Lab,No,Low,Yes,9,5,No,Low,Individual,Low,Low,Software Engineer
33,Male,Diploma,Science,Medium,High,Yes,Medium,High,Low,Medium,Medium,Low,Business,On-Site,Research Lab,Yes,Medium,Yes,0,5,Yes,Medium,Teamwork,Medium,High,Software Engineer
31,Other,Master’s,Sports,Medium,Medium,Yes,Low,High,Medium,Medium,Medium,Medium,Engineering,Hybrid,Startup,No,High,No,12,8,No,High,Balanced,Low,Medium,Software Engineer
46,Male,Bachelor's,Business,Low,High,No,Medium,High,High,Medium,High,Low,Business,Hybrid,Government,Yes,Low,No,12,7,No,Medium,Individual,Medium,Low,Research Scientist
43,Female,Diploma,Arts,High,Medium,No,High,Medium,Low,Low,Medium,Medium,Sports,On-Site,Freelance,Yes,Low,Yes,12,1,No,Medium,Balanced,Low,Medium,Research Scientist
20,Male,High School,Medicine,Medium,Low,Yes,Low,Medium,Low,Medium,Medium,High,Science,On-Site,Startup,No,High,No,2,1,Yes,Medium,Teamwork,Low,Medium,Entrepreneur
32,Male,Diploma,Medicine,Medium,High,No,Low,Medium,Low,Low,Low,High,Engineering,Hybrid,Corporate,Yes,High,No,12,1,Yes,Medium,Balanced,High,Low,Entrepreneur
20,Other,High School,Science,Medium,Medium,Yes,Low,Medium,Medium,Medium,Medium,Medium,Arts,Remote,Research Lab,No,Medium,Yes,2,1,Yes,High,Teamwork,Low,Medium,Artist
40,Female,Bachelor's,Business,Medium,Medium,No,Medium,Medium,Low,High,High,Low,Science,Hybrid,Research Lab,No,Medium,Yes,4,8,No,High,Teamwork,Medium,Low,Business Analyst
46,Male,Master’s,Business,High,Low,Yes,Medium,High,Low,Medium,Medium,Low,Medicine,Remote,Corporate,No,Medium,Yes,8,6,Yes,Medium,Individual,Medium,Low,Entrepreneur
19,Male,PhD,Medicine,High,High,No,Medium,High,Medium,Low,Medium,High,Sports,Hybrid,Government,No,High,Yes,1,6,Yes,Low,Balanced,Low,Low,Digital Marketer
18,Other,PhD,Engineering,Medium,Medium,No,Medium,Medium,Low,Medium,Medium,Low,Arts,On-Site,Startup,Yes,Medium,Yes,0,0,No,Medium,Balanced,Low,Low,Entrepreneur
26,Other,High School,Medicine,Low,Low,No,Medium,Medium,Low,High,Medium,Low,Arts,On-Site,Government,No,Medium,No,5,10,Yes,Medium,Individual,Medium,Medium,Business Analyst
26,Female,Diploma,Arts,Low,Medium,Yes,Medium,High,High,Medium,High,High,Social Work,Hybrid,Government,Yes,High,No,8,10,No,High,Balanced,Low,Medium,Business Analyst
40,Male,Diploma,Business,Low,Low,No,Low,Medium,Low,Low,Medium,Medium,Business,Remote,Startup,Yes,Low,Yes,7,0,Yes,Low,Balanced,Low,Low,Lawyer
24,Other,High School,Science,Medium,Low,No,Medium,Low,Medium,High,Medium,Low,Sports,Hybrid,Government,Yes,Low,No,1,8,Yes,Medium,Teamwork,Medium,Low,Data Scientist
20,Other,Bachelor's,Business,High,Medium,Yes,Medium,Low,Low,Medium,Low,Medium,Engineering,On-Site,Corporate,No,Low,No,2,10,Yes,High,Balanced,Medium,Medium,Digital Marketer
43,Other,High School,Medicine,Low,High,Yes,Medium,High,Medium,Medium,Low,High,Sports,Hybrid,Startup,No,High,Yes,12,0,Yes,Medium,Individual,Medium,Low,Entrepreneur
49,Female,Bachelor's,Arts,Medium,Medium,No,High,Medium,High,Low,Medium,High,Science,Hybrid,Research Lab,No,Low,Yes,12,1,Yes,Low,Balanced,High,Low,Doctor
48,Other,Master’s,Engineering,Medium,Medium,Yes,Medium,Low,High,Medium,Low,Medium,Science,Hybrid,Startup,No,High,No,12,4,No,Low,Individual,Medium,High,Entrepreneur
35,Female,Master’s,Business,High,Medium,Yes,Low,Medium,High,High,High,High,Medicine,On-Site,Research Lab,No,Medium,No,6,0,No,Medium,Balanced,Medium,High,Lawyer
28,Female,High School,Medicine,Low,Low,Yes,Medium,Low,High,Low,High,Medium,Business,On-Site,Freelance,No,High,Yes,9,9,Yes,Low,Individual,Medium,Medium,Research Scientist
24,Male,Master’s,Sports,High,High,No,Medium,Medium,High,High,High,High,Medicine,Remote,Startup,No,High,No,6,7,No,Medium,Teamwork,High,High,Lawyer
26,Male,Diploma,Medicine,High,High,Yes,Low,Medium,High,Medium,High,Medium,Arts,Hybrid,Research Lab,No,Medium,Yes,2,1,Yes,High,Teamwork,Medium,Medium,Business Analyst
18,Female,Bachelor's,Medicine,High,Low,No,Medium,High,High,Medium,Medium,Medium,Engineering,Remote,Government,Yes,Low,No,0,4,No,Medium,Balanced,Medium,Medium,Artist
46,Male,PhD,Arts,Low,Low,Yes,High,High,Low,Low,High,High,Business,Hybrid,Freelance,No,High,No,12,4,No,Medium,Teamwork,High,Low,Lawyer
31,Male,PhD,Medicine,Low,Low,No,Medium,Low,Low,High,Low,Medium,Sports,Hybrid,Startup,No,Medium,Yes,4,1,No,High,Individual,Low,High,Business Analyst
37,Other,Master’s,Medicine,Low,Medium,Yes,Medium,Medium,Medium,Low,High,Low,Business,Hybrid,Research Lab,No,Low,No,6,0,Yes,Low,Individual,High,Low,Artist
49,Male,Bachelor's,Medicine,Medium,Medium,Yes,Low,Low,Low,Medium,Low,Medium,Business,On-Site,Government,Yes,High,No,3,5,Yes,Low,Balanced,Medium,High,Doctor
23,Female,Diploma,Business,Medium,Low,No,Low,Medium,Medium,Medium,Medium,High,Science,Remote,Research Lab,Yes,Medium,No,5,9,No,Medium,Balanced,Medium,Low,Research Scientist
24,Male,PhD,Medicine,Low,Low,No,Low,Medium,Low,High,Low,Low,Sports,Hybrid,Startup,Yes,Medium,Yes,6,7,Yes,Medium,Individual,Low,High,Digital Marketer
27,Other,Diploma,Arts,High,Medium,No,Medium,Medium,Medium,High,Low,Medium,Business,Hybrid,Corporate,Yes,Medium,Yes,9,1,No,Low,Balanced,Medium,Low,Artist
24,Female,Diploma,Sports,Medium,High,No,Medium,Low,Medium,High,Medium,High,Sports,On-Site,Corporate,No,Low,Yes,6,0,Yes,Low,Teamwork,Medium,High,Software Engineer
43,Male,PhD,Business,Medium,Medium,No,High,Low,Medium,Low,Medium,Low,Medicine,On-Site,Startup,No,High,Yes,0,2,Yes,Low,Balanced,High,Medium,Business Analyst
19,Female,PhD,Sports,Low,Low,No,High,Low,Medium,Medium,High,Low,Sports,On-Site,Government,No,Low,No,1,9,Yes,Medium,Individual,High,High,Lawyer
47,Male,Master’s,Medicine,Low,Medium,No,High,High,High,Low,Low,Medium,Medicine,On-Site,Freelance,No,Medium,No,4,1,Yes,Low,Teamwork,Medium,Low,Software Engineer
21,Other,Bachelor's,Engineering,High,Medium,No,Low,Low,High,Low,Low,Medium,Medicine,Remote,Research Lab,No,High,No,3,3,No,Medium,Balanced,Medium,High,Digital Marketer
38,Male,High School,Sports,High,Medium,Yes,Low,High,Medium,Low,Low,Low,Arts,On-Site,Government,No,Low,Yes,1,3,No,High,Teamwork,Medium,Low,Mechanical Engineer
47,Female,Bachelor's,Arts,Medium,High,No,High,Medium,High,Medium,High,High,Arts,Remote,Research Lab,No,Medium,No,2,10,No,High,Teamwork,High,Medium,Business Analyst
45,Female,High School,Engineering,High,Medium,No,Medium,Medium,High,Medium,High,Medium,Sports,On-Site,Corporate,No,Medium,Yes,12,2,Yes,Low,Teamwork,Medium,High,Business Analyst
34,Female,PhD,Arts,Medium,Low,No,Low,High,Low,Low,High,Medium,Social Work,On-Site,Freelance,Yes,High,Yes,5,6,No,High,Individual,Medium,High,Doctor
18,Male,Diploma,Engineering,Medium,Low,Yes,High,Medium,High,Medium,Low,Low,Arts,Hybrid,Startup,Yes,Low,Yes,0,2,No,Low,Individual,High,High,Software Engineer
27,Male,Bachelor's,Medicine,Low,High,No,Low,Medium,High,Medium,High,High,Engineering,Hybrid,Startup,No,Medium,No,9,10,No,High,Teamwork,Medium,High,Digital Marketer
36,Male,Diploma,Engineering,Low,Low,Yes,Medium,High,Medium,Low,High,High,Science,Remote,Corporate,Yes,Medium,No,12,9,Yes,Medium,Teamwork,Medium,Low,Mechanical Engineer
48,Other,Bachelor's,Sports,High,Medium,Yes,High,High,Low,Low,High,Low,Sports,Remote,Startup,No,High,Yes,12,0,Yes,Low,Teamwork,High,Low,Doctor
32,Other,Bachelor's,Engineering,Low,Medium,Yes,High,Low,Medium,Low,High,Medium,Engineering,Hybrid,Freelance,No,Low,Yes,12,2,No,Medium,Balanced,High,High,Digital Marketer
27,Other,Diploma,Arts,High,Low,Yes,Low,Medium,Medium,Medium,Medium,Low,Social Work,On-Site,Freelance,Yes,High,Yes,9,8,Yes,Medium,Balanced,Low,Low,Doctor
36,Female,Master’s,Medicine,High,High,Yes,Low,Low,Medium,Low,Medium,Medium,Sports,Hybrid,Startup,Yes,High,Yes,0,5,No,Low,Individual,Low,Medium,Doctor
49,Female,PhD,Arts,Low,Medium,Yes,Low,High,Low,High,High,Low,Business,On-Site,Government,No,Medium,Yes,10,5,Yes,Medium,Individual,High,High,Doctor
29,Female,Master’s,Medicine,Low,Medium,Yes,High,Medium,High,Medium,High,Low,Sports,On-Site,Startup,Yes,Medium,No,10,8,No,Low,Balanced,Medium,Medium,Mechanical Engineer
41,Female,Master’s,Sports,High,Medium,Yes,Medium,Medium,Low,High,Low,High,Science,On-Site,Freelance,Yes,Medium,No,12,8,No,Low,Balanced,High,High,Data Scientist
33,Female,Bachelor's,Science,Medium,Low,No,Medium,Medium,Low,Low,Medium,Medium,Arts,On-Site,Corporate,Yes,Low,No,12,6,Yes,Medium,Individual,Medium,High,Digital Marketer
26,Male,PhD,Business,Medium,Medium,Yes,High,Low,Low,High,Medium,Low,Science,Hybrid,Startup,No,High,No,8,7,Yes,Medium,Balanced,Medium,Low,Mechanical Engineer
49,Female,Bachelor's,Sports,High,Medium,Yes,Medium,Medium,Medium,High,Medium,High,Sports,Remote,Government,Yes,Medium,Yes,12,1,No,Medium,Teamwork,Low,High,Digital Marketer
32,Male,High School,Sports,Low,Low,No,High,Low,High,High,Low,Medium,Sports,Remote,Startup,Yes,Medium,No,12,10,No,Medium,Teamwork,Low,High,Digital Marketer
47,Other,Bachelor's,Business,Medium,Low,No,Medium,Low,Low,Low,Low,Medium,Engineering,Remote,Research Lab,Yes,Medium,Yes,6,8,Yes,Low,Balanced,High,High,Entrepreneur
44,Other,Diploma,Arts,High,Medium,No,Medium,Medium,Medium,Medium,High,Low,Social Work,Remote,Startup,Yes,Medium,No,12,1,Yes,High,Individual,Medium,Low,Software Engineer
45,Other,Bachelor's,Sports,Low,Low,No,High,High,Medium,Medium,Low,Medium,Business,On-Site,Freelance,No,High,Yes,9,10,No,Low,Balanced,Low,Low,Lawyer
34,Other,High School,Medicine,Medium,Medium,No,High,High,Low,Low,Medium,Low,Medicine,On-Site,Startup,Yes,Medium,Yes,5,6,Yes,Low,Balanced,High,High,Data Scientist
49,Other,Bachelor's,Engineering,Low,Medium,No,High,Medium,Medium,High,Medium,Low,Medicine,Remote,Startup,No,Medium,Yes,10,9,No,Medium,Teamwork,High,High,Doctor
31,Female,High School,Sports,Medium,High,No,Low,Medium,Medium,High,Low,Medium,Social Work,Remote,Corporate,Yes,Low,Yes,11,9,Yes,Medium,Balanced,Low,Low,Digital Marketer
44,Female,PhD,Business,Low,Medium,No,High,Medium,Medium,Medium,Low,Medium,Arts,Hybrid,Research Lab,Yes,High,Yes,8,4,Yes,Medium,Balanced,Medium,Medium,Software Engineer
35,Female,Bachelor's,Sports,Low,High,No,Low,High,High,Medium,Low,Medium,Science,On-Site,Corporate,No,Medium,No,11,5,Yes,Low,Teamwork,Medium,High,Digital Marketer
43,Other,High School,Arts,Medium,High,Yes,Low,High,High,Medium,Low,Low,Medicine,On-Site,Freelance,No,Medium,Yes,12,6,No,Low,Teamwork,Medium,Medium,Artist
19,Other,PhD,Arts,High,Medium,No,Low,Medium,Medium,High,Low,Medium,Science,Hybrid,Government,No,High,Yes,1,2,Yes,Medium,Teamwork,Low,Medium,Data Scientist
48,Male,Diploma,Arts,Low,Medium,Yes,High,Low,Low,High,High,High,Medicine,On-Site,Corporate,Yes,Medium,Yes,12,7,Yes,Medium,Balanced,Low,High,Business Analyst
21,Female,Master’s,Medicine,High,Medium,No,Low,High,Low,Low,Low,Low,Science,Remote,Freelance,No,Low,No,3,7,Yes,Medium,Teamwork,Medium,High,Business Analyst
35,Other,High School,Sports,Medium,Medium,No,Low,High,Low,Low,Low,Medium,Medicine,Remote,Research Lab,Yes,Low,No,9,10,Yes,High,Individual,High,High,Entrepreneur
24,Other,Diploma,Arts,Medium,Low,Yes,Medium,Medium,Medium,High,Low,High,Science,On-Site,Startup,Yes,Medium,No,6,2,No,High,Teamwork,Low,Medium,Software Engineer
30,Other,PhD,Science,Medium,Medium,Yes,Medium,High,Low,Low,Medium,Low,Social Work,On-Site,Corporate,Yes,Low,No,12,5,No,High,Balanced,Medium,Low,Entrepreneur
32,Male,Diploma,Engineering,High,Medium,No,Medium,High,Medium,Medium,Low,High,Technology,On-Site,Startup,No,Medium,Yes,12,2,No,Low,Individual,Low,Low,Artist
42,Other,Bachelor's,Arts,High,High,Yes,High,Low,Medium,Medium,Low,High,Business,Hybrid,Research Lab,No,Medium,No,12,5,No,Low,Teamwork,Medium,Low,Mechanical Engineer
40,Male,Master’s,Medicine,Medium,Medium,Yes,Medium,Medium,High,Medium,Medium,Medium,Science,Remote,Government,No,Medium,Yes,12,7,No,Medium,Balanced,Medium,Medium,Artist
45,Male,High School,Engineering,Medium,Medium,Yes,Low,Medium,Medium,Low,Medium,High,Sports,Hybrid,Startup,No,Medium,No,11,10,No,Low,Individual,High,Low,Lawyer
39,Female,PhD,Engineering,Medium,Medium,No,Medium,High,Low,Low,Medium,Low,Engineering,Hybrid,Government,No,Low,Yes,2,9,No,Medium,Teamwork,Low,Medium,Artist
49,Other,Master’s,Business,High,Medium,Yes,Low,Low,Low,Medium,Medium,Medium,Social Work,Hybrid,Research Lab,No,Low,No,12,0,No,Low,Balanced,Medium,Low,Entrepreneur
48,Male,PhD,Arts,High,High,Yes,High,High,High,Medium,Medium,Medium,Science,On-Site,Research Lab,Yes,High,Yes,5,0,No,Medium,Individual,Low,High,Artist
43,Other,Diploma,Arts,High,High,Yes,High,Medium,Medium,Medium,High,Low,Engineering,Hybrid,Government,Yes,Medium,Yes,3,3,Yes,Medium,Teamwork,High,Medium,Lawyer
18,Female,PhD,Sports,High,High,No,High,Low,High,Medium,Low,High,Sports,Hybrid,Corporate,Yes,Low,No,0,3,Yes,Medium,Balanced,Medium,Low,Entrepreneur
28,Female,PhD,Medicine,Low,Low,No,Medium,Medium,High,Low,High,High,Engineering,Hybrid,Research Lab,No,Medium,Yes,7,2,Yes,Medium,Individual,Medium,Medium,Artist
27,Male,Diploma,Science,Low,Low,Yes,Low,Low,Low,Low,Medium,Medium,Arts,Remote,Research Lab,Yes,Medium,Yes,9,4,Yes,High,Teamwork,Medium,High,Research Scientist
42,Female,Diploma,Sports,Medium,Low,Yes,High,Medium,Medium,Low,Medium,High,Science,On-Site,Government,No,High,No,0,8,No,Low,Balanced,Medium,Medium,Business Analyst
22,Female,Master’s,Science,Low,High,Yes,Low,Medium,Medium,Low,Low,Low,Social Work,Remote,Startup,Yes,Low,Yes,4,4,No,High,Individual,High,Low,Research Scientist
33,Female,High School,Business,Medium,Medium,No,High,Low,Low,Low,Medium,Medium,Social Work,Hybrid,Government,Yes,Low,No,12,5,No,Low,Balanced,Low,High,Business Analyst
28,Other,Diploma,Science,Medium,High,Yes,Low,Medium,High,Medium,Medium,Low,Science,On-Site,Freelance,No,Low,Yes,10,6,Yes,Medium,Individual,High,High,Artist
38,Other,Master’s,Medicine,High,Low,Yes,High,Low,Medium,High,Medium,High,Arts,On-Site,Startup,Yes,Medium,Yes,12,3,Yes,High,Individual,High,High,Research Scientist
23,Male,PhD,Business,High,Low,Yes,Medium,Low,Medium,Medium,Low,Medium,Technology,Remote,Startup,Yes,Medium,Yes,5,6,No,High,Individual,Low,Low,Software Engineer
26,Male,PhD,Arts,Low,Medium,Yes,Medium,Medium,Medium,High,Medium,Low,Sports,Hybrid,Research Lab,No,Medium,Yes,2,6,No,Medium,Balanced,Medium,Low,Doctor
30,Female,Bachelor's,Science,Low,High,Yes,High,Medium,Medium,High,High,High,Science,On-Site,Startup,No,High,No,12,9,No,High,Teamwork,Medium,High,Research Scientist
41,Female,Diploma,Medicine,Low,Medium,Yes,High,High,High,High,High,High,Sports,Hybrid,Corporate,Yes,Medium,No,8,7,No,Low,Individual,Low,Medium,Software Engineer
25,Male,Master’s,Medicine,Medium,High,No,Low,Low,Low,Medium,Low,Low,Arts,Hybrid,Corporate,Yes,Medium,Yes,6,6,No,Low,Individual,High,High,Data Scientist
31,Female,Master’s,Arts,Medium,Low,No,Low,High,Low,Low,Medium,Low,Business,Hybrid,Corporate,No,Medium,Yes,4,5,No,Low,Balanced,High,Low,Research Scientist
41,Male,High School,Medicine,Medium,Medium,No,Low,High,Low,High,Low,High,Medicine,On-Site,Freelance,Yes,Medium,Yes,6,6,Yes,Medium,Teamwork,Low,High,Digital Marketer
18,Other,Master’s,Business,Low,Medium,Yes,High,Medium,Medium,Medium,Medium,High,Business,Hybrid,Research Lab,Yes,Medium,Yes,0,9,Yes,Medium,Teamwork,High,Low,Artist
34,Female,Diploma,Business,High,Medium,No,High,High,Medium,Medium,Medium,Medium,Technology,Hybrid,Government,No,Medium,Yes,12,5,No,High,Teamwork,Medium,High,Doctor
41,Female,Master’s,Sports,Medium,Medium,No,High,Medium,High,Low,High,High,Business,Remote,Freelance,No,Medium,Yes,12,5,Yes,High,Balanced,Low,High,Software Engineer
22,Female,Bachelor's,Engineering,Low,High,Yes,High,High,Medium,High,Low,High,Medicine,Hybrid,Freelance,Yes,Low,Yes,4,7,No,Low,Teamwork,Medium,Low,Digital Marketer
42,Other,PhD,Arts,Medium,Medium,Yes,Low,High,Medium,High,High,Low,Technology,On-Site,Corporate,Yes,Medium,No,0,6,No,Low,Balanced,Medium,Medium,Business Analyst
19,Other,PhD,Medicine,Low,Low,Yes,Medium,Medium,Medium,Medium,Medium,High,Business,Remote,Startup,No,High,Yes,1,0,No,High,Balanced,Low,Medium,Mechanical Engineer
49,Female,Master’s,Science,High,Medium,Yes,High,Medium,Low,Low,Low,Medium,Business,Remote,Government,Yes,Medium,Yes,3,2,Yes,Low,Balanced,Medium,Medium,Mechanical Engineer
42,Male,Master’s,Sports,Medium,Medium,No,Medium,Low,Low,Medium,Low,High,Science,Remote,Research Lab,No,High,No,0,9,Yes,Low,Individual,Low,High,Business Analyst
45,Other,Master’s,Business,Low,High,Yes,Low,Medium,High,Medium,High,Medium,Technology,Remote,Startup,Yes,High,Yes,12,0,No,High,Balanced,High,Low,Research Scientist
47,Female,Master’s,Arts,Medium,Medium,No,Low,Medium,Medium,Medium,Medium,High,Business,Hybrid,Startup,No,High,No,12,1,Yes,Medium,Balanced,High,High,Digital Marketer
41,Female,Bachelor's,Arts,Medium,Medium,Yes,Medium,High,High,Medium,Medium,Low,Engineering,Remote,Freelance,No,Low,No,12,6,Yes,Low,Balanced,High,Low,Lawyer
26,Other,Diploma,Business,High,Low,Yes,Medium,Medium,Low,High,Low,High,Sports,Hybrid,Freelance,No,Medium,No,8,8,No,Low,Balanced,Medium,Medium,Business Analyst
21,Male,Bachelor's,Engineering,Medium,Medium,No,Medium,Medium,Medium,Medium,High,Medium,Social Work,On-Site,Corporate,Yes,High,No,3,3,Yes,Medium,Individual,Low,Low,Digital Marketer
34,Female,Bachelor's,Arts,High,High,No,Medium,Medium,High,High,Medium,Medium,Medicine,Hybrid,Research Lab,Yes,Medium,Yes,5,8,No,Medium,Balanced,Medium,Medium,Business Analyst
34,Male,Bachelor's,Medicine,Low,Low,No,Medium,Low,High,Medium,High,High,Engineering,Remote,Research Lab,No,Low,No,7,0,No,Medium,Individual,Low,Medium,Entrepreneur
